Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Festival,City,Time_taken (min),distance
21.0,4.8,Cloudy,Low,0,,0.0,Metropolitian,19,3.105133735234752
32.0,4.6,Sunny,Medium,0,1.0,0.0,Urban,22,8.987828354729745
34.0,4.7,Stormy,Jam,1,1.0,0.0,Metropolitian,26,4.5282465767387095
24.0,4.9,Cloudy,Medium,1,1.0,0.0,Metropolitian,13,6.147215320061788
37.0,4.7,Cloudy,Low,1,1.0,0.0,Metropolitian,16,9.177683834695673
38.0,4.6,Sunny,Jam,2,0.0,0.0,Urban,19,7.343586910761913
29.0,5.0,Windy,Low,2,1.0,0.0,Urban,19,4.537860442229041
25.0,4.9,Sandstorms,Medium,0,1.0,0.0,Metropolitian,29,4.544267482984226
36.0,5.0,Sandstorms,Jam,0,2.0,0.0,Metropolitian,43,12.209917964427529
30.0,4.3,Stormy,Low,0,1.0,0.0,Metropolitian,30,3.105091522701049
23.0,4.2,Sandstorms,Medium,0,1.0,0.0,Metropolitian,35,20.06868490856368
27.0,4.7,Windy,High,0,1.0,0.0,Metropolitian,22,6.12841937845769
25.0,4.7,Sunny,Medium,1,1.0,0.0,Metropolitian,19,7.790439155314363
38.0,4.6,Cloudy,Medium,2,2.0,0.0,Urban,33,17.09799793130139
38.0,5.0,Sunny,Medium,1,1.0,0.0,Metropolitian,26,19.976746466954737
34.0,5.0,Fog,High,0,1.0,0.0,Metropolitian,29,6.036244196933988
28.0,4.6,Sandstorms,Low,2,1.0,0.0,Urban,15,1.509479521227172
31.0,4.2,Windy,Low,0,0.0,0.0,Urban,24,4.469310320115436
33.0,4.7,Fog,Low,1,0.0,0.0,Metropolitian,15,9.31399060766806
30.0,4.6,Sunny,Low,2,1.0,0.0,Metropolitian,26,19.916274899797408
20.0,4.7,Windy,Low,2,0.0,0.0,Metropolitian,13,10.5864846162781
27.0,4.5,Sandstorms,Medium,2,1.0,0.0,Metropolitian,28,7.563759001970378
29.0,4.8,Sunny,Medium,1,1.0,0.0,Urban,15,9.055525276451307
27.0,4.6,Cloudy,Medium,0,1.0,0.0,Metropolitian,39,16.660108123693192
35.0,4.6,Sandstorms,Low,2,1.0,0.0,Metropolitian,24,3.1055339788849823
35.0,4.8,Cloudy,Jam,0,2.0,0.0,Metropolitian,46,16.60809480410228
30.0,4.5,Windy,Jam,1,1.0,0.0,Metropolitian,40,17.137660049154135
35.0,4.6,Stormy,Jam,1,1.0,0.0,Metropolitian,31,7.550439931734057
33.0,4.4,Fog,Jam,1,2.0,0.0,Metropolitian,41,12.294124530423586
31.0,4.9,Sandstorms,Low,1,1.0,0.0,Metropolitian,15,13.972751063504557
29.0,4.9,Cloudy,Jam,1,0.0,0.0,Metropolitian,30,10.594458830147769
33.0,4.3,Fog,Jam,2,0.0,0.0,Urban,45,10.906470984869689
26.0,4.9,Stormy,Medium,0,1.0,0.0,Metropolitian,17,7.684129284114672
35.0,4.1,Sandstorms,Low,0,1.0,0.0,Metropolitian,29,3.104402431477901
26.0,4.1,Sandstorms,Low,0,1.0,0.0,Metropolitian,19,4.539068203248639
33.0,4.9,Windy,Low,0,1.0,0.0,Urban,26,17.076492495612452
33.0,4.7,Sunny,Low,1,1.0,0.0,Urban,18,12.29378731203682
36.0,4.8,Cloudy,Low,2,0.0,0.0,Metropolitian,19,9.055855161965924
34.0,4.2,Stormy,Medium,2,1.0,0.0,Metropolitian,36,10.564405615161895
30.0,4.8,Stormy,Jam,0,2.0,0.0,Semi-Urban,47,10.757554773158072
36.0,4.9,Sandstorms,Low,1,1.0,0.0,Metropolitian,26,1.5527821295482669
37.0,4.7,Sandstorms,High,0,1.0,0.0,Metropolitian,36,6.081440797008078
25.0,4.6,Sandstorms,Low,1,1.0,0.0,Metropolitian,12,2.937184754123548
29.0,4.9,Stormy,Jam,0,0.0,0.0,Metropolitian,19,9.315745106316244
22.0,4.5,Cloudy,Low,2,0.0,0.0,Urban,12,9.07534450196205
23.0,4.9,Windy,Low,0,0.0,0.0,Metropolitian,15,13.969535082204027
33.0,4.9,Sunny,Medium,1,0.0,0.0,Metropolitian,22,10.58777364583605
23.0,4.5,Fog,Low,0,0.0,0.0,Metropolitian,21,3.052624657159233
33.0,3.6,Stormy,Jam,1,1.0,0.0,Metropolitian,41,12.162012260678956
27.0,4.1,Cloudy,Jam,2,0.0,0.0,Metropolitian,32,20.17741678822261
37.0,4.6,Fog,Low,0,1.0,0.0,Metropolitian,27,1.5526813140972442
31.0,4.9,Sandstorms,Low,2,0.0,0.0,Metropolitian,28,1.5101672504865264
25.0,4.8,Windy,Low,2,1.0,0.0,Urban,19,1.5545625412407005
33.0,4.7,Sunny,Low,1,1.0,0.0,Metropolitian,12,1.5442061415007085
35.0,4.8,Fog,Medium,1,1.0,0.0,Metropolitian,18,7.5735237341835395
32.0,3.7,Cloudy,Low,2,0.0,0.0,Metropolitian,33,17.137527593799124
39.0,4.8,Windy,Jam,0,1.0,0.0,Urban,36,17.076596635444833
39.0,4.1,Cloudy,Medium,0,1.0,0.0,Metropolitian,31,6.209250269756872
25.0,4.9,Windy,Medium,2,1.0,0.0,Metropolitian,29,6.209976450705328
24.0,4.9,Fog,Jam,2,1.0,0.0,Metropolitian,38,13.611544388190577
31.0,4.6,Fog,Jam,1,1.0,0.0,Metropolitian,32,7.790172211356696
26.0,4.9,Cloudy,Jam,1,1.0,0.0,Metropolitian,33,14.021848812228344
20.0,4.8,Cloudy,Low,1,1.0,0.0,Metropolitian,20,13.76397722442764
33.0,5.0,Sandstorms,Low,1,1.0,0.0,Urban,25,3.1212605123333854
21.0,4.6,Stormy,Low,2,1.0,0.0,Urban,13,13.97065239831014
36.0,4.7,Windy,High,2,1.0,0.0,Urban,25,3.073543363663747
39.0,4.6,Stormy,Low,1,1.0,0.0,Metropolitian,29,12.418462399627495
30.0,4.9,Sunny,Low,2,0.0,0.0,Urban,13,7.720449641812306
22.0,4.8,Sandstorms,Low,1,1.0,0.0,Metropolitian,16,7.68415541716559
39.0,4.1,Sandstorms,Medium,2,1.0,0.0,Metropolitian,33,4.657195393807058
20.0,5.0,Windy,High,2,1.0,0.0,Metropolitian,21,6.209021101535612
36.0,4.7,Stormy,Low,1,1.0,0.0,Urban,21,3.0406653633176117
20.0,5.0,Stormy,Low,2,1.0,0.0,Metropolitian,18,9.31344992616066
32.0,4.6,Stormy,Medium,2,1.0,0.0,Metropolitian,33,4.657597469270872
26.0,4.6,Cloudy,Medium,0,1.0,0.0,Metropolitian,25,4.6741517745550425
30.0,4.2,Cloudy,Jam,2,1.0,0.0,Metropolitian,36,17.09792543535391
38.0,4.6,Fog,Medium,0,0.0,0.0,Metropolitian,29,7.772430463816821
35.0,4.9,Sunny,Medium,2,0.0,0.0,Metropolitian,17,4.65819360783491
35.0,4.0,Windy,High,1,2.0,0.0,Metropolitian,34,1.5367469794092732
38.0,4.7,Fog,Medium,0,1.0,0.0,Metropolitian,35,19.894269594418525
38.0,4.7,Fog,Jam,2,1.0,0.0,Metropolitian,40,10.86627754255923
29.0,4.9,Fog,Jam,1,1.0,0.0,Metropolitian,35,10.279728368312057
23.0,4.8,Sandstorms,Jam,1,0.0,0.0,Metropolitian,15,9.122100805601145
23.0,4.9,Sandstorms,Low,1,0.0,0.0,Urban,11,3.0408940852046724
23.0,4.5,Fog,Jam,2,1.0,0.0,Metropolitian,21,4.674393132741051
26.0,4.8,Stormy,Jam,2,1.0,0.0,Metropolitian,17,13.787603106955784
24.0,4.5,Sandstorms,Jam,1,0.0,0.0,Metropolitian,12,7.646049300624548
26.0,4.7,Sandstorms,Jam,2,0.0,0.0,Metropolitian,16,17.0970739431768
24.0,4.2,Fog,Medium,2,1.0,0.0,Metropolitian,31,13.970007989574006
22.0,4.7,Sandstorms,High,1,0.0,0.0,Urban,19,6.037116126732456
23.0,4.3,Sandstorms,Medium,0,1.0,0.0,Metropolitian,35,13.619596838647382
25.0,4.6,Sunny,Jam,2,1.0,0.0,Metropolitian,17,4.656811824870756
26.0,4.6,Stormy,Low,2,1.0,0.0,Metropolitian,13,1.529751878579505
34.0,4.7,Sunny,Medium,0,1.0,0.0,Metropolitian,21,7.631544914988774
27.0,4.8,Sunny,Low,0,1.0,0.0,Urban,10,8.93786088183146
39.0,4.6,Fog,Low,0,1.0,0.0,Metropolitian,23,8.988071540167201
37.0,4.0,Windy,Jam,0,2.0,0.0,Metropolitian,43,16.902993744245755
29.0,4.8,Sunny,Jam,2,0.0,0.0,Metropolitian,11,7.660678233235288
24.0,4.1,Fog,Jam,2,1.0,0.0,Metropolitian,34,12.29354192492578
38.0,4.2,Stormy,High,0,1.0,0.0,Metropolitian,40,6.049834150687609
20.0,4.8,Sandstorms,Jam,0,1.0,0.0,Metropolitian,35,9.220881802736846
31.0,4.8,Sunny,Jam,1,0.0,0.0,Urban,19,7.790237052802913
22.0,4.2,Windy,Low,0,1.0,0.0,Metropolitian,24,4.544215521132342
27.0,4.9,Fog,Jam,2,1.0,0.0,Urban,31,9.220550607824231
29.0,4.9,Sandstorms,Low,1,1.0,0.0,Urban,17,3.104782360921429
24.0,4.8,Fog,Low,0,0.0,0.0,Metropolitian,18,1.554508559519504
39.0,4.0,Windy,Low,0,0.0,0.0,Metropolitian,23,4.537860442229041
23.0,4.9,Sandstorms,Medium,1,1.0,0.0,Metropolitian,17,13.893571826472355
31.0,5.0,Sunny,Low,0,0.0,0.0,Metropolitian,25,13.972191759503003
29.0,4.4,Sunny,High,0,1.0,0.0,,48,6.208827615119002
34.0,4.9,Sandstorms,Low,2,1.0,0.0,Metropolitian,28,9.32682954252047
36.0,4.1,Stormy,Medium,2,1.0,0.0,Metropolitian,35,13.406506203190968
23.0,4.8,Windy,Low,2,0.0,0.0,Urban,12,16.85361872985359
32.0,5.0,Cloudy,Jam,2,1.0,0.0,Metropolitian,31,9.076358225887674
22.0,4.8,Windy,Jam,2,1.0,0.0,Urban,27,4.656902198106395
29.0,4.9,Cloudy,Low,2,1.0,0.0,Metropolitian,13,1.5203447277401048
28.0,4.6,Cloudy,High,2,1.0,0.0,Metropolitian,22,6.208989450210038
31.0,4.3,Sandstorms,Low,0,1.0,0.0,Metropolitian,23,1.5527001583674398
28.0,4.6,Stormy,Low,1,0.0,0.0,Metropolitian,11,1.520431947999248
22.0,4.6,Cloudy,Low,0,0.0,0.0,Metropolitian,23,9.080187331945378
33.0,4.2,Stormy,Jam,1,1.0,0.0,Metropolitian,33,9.077679565695693
39.0,4.6,Windy,High,2,2.0,0.0,Metropolitian,34,6.218030984114243
21.0,4.8,Sunny,Jam,2,,0.0,Urban,16,12.100108934661812
32.0,4.2,Fog,Low,0,0.0,0.0,Metropolitian,38,20.18269322461139
28.0,4.6,Windy,High,1,1.0,0.0,Metropolitian,25,3.01871690507141
21.0,4.6,Cloudy,Jam,0,1.0,0.0,Metropolitian,27,4.596477246826326
22.0,4.5,Stormy,Low,1,0.0,0.0,Metropolitian,18,9.07434222926449
39.0,4.2,Windy,Medium,2,2.0,0.0,Urban,34,9.08793706801597
36.0,4.0,Sunny,Jam,0,3.0,0.0,Metropolitian,44,13.631343698142908
29.0,4.6,Sandstorms,Jam,0,1.0,0.0,Urban,26,4.469166522803337
21.0,4.6,Windy,Jam,0,0.0,0.0,Metropolitian,33,20.181172140809306
30.0,4.6,Sandstorms,Low,1,0.0,0.0,Metropolitian,17,17.075035490452994
27.0,5.0,Fog,Low,1,1.0,0.0,Metropolitian,13,4.674173521866281
36.0,4.9,Sandstorms,Medium,0,1.0,0.0,Metropolitian,31,16.72146713385881
31.0,4.0,Cloudy,High,0,0.0,0.0,Metropolitian,32,6.105307053927459
30.0,4.8,Sunny,Low,2,1.0,0.0,Metropolitian,29,13.735819390992027
38.0,4.6,Windy,Medium,1,0.0,0.0,Metropolitian,26,7.5620793211870625
34.0,4.7,Stormy,Low,2,0.0,0.0,Metropolitian,24,3.0202827050890524
22.0,4.5,Sandstorms,Low,0,,0.0,Metropolitian,24,1.5323596444882273
38.0,4.7,Sandstorms,High,1,0.0,0.0,Urban,32,6.128684140033282
21.0,3.9,Sunny,Jam,0,3.0,1.0,Metropolitian,52,4.540971511039054
20.0,4.9,Windy,High,0,1.0,0.0,Urban,39,6.08119089136717
39.0,4.7,Stormy,Jam,2,1.0,0.0,Urban,25,19.917359352866207
24.0,4.8,Sandstorms,Medium,2,1.0,0.0,Metropolitian,26,19.878389859457627
38.0,4.7,Cloudy,Jam,0,1.0,0.0,Metropolitian,46,13.622111101994378
28.0,4.9,Windy,Medium,0,0.0,0.0,Metropolitian,25,4.560926278066122
27.0,4.5,Windy,Medium,2,1.0,0.0,Metropolitian,29,6.147106622705506
23.0,4.3,Fog,Jam,1,1.0,0.0,Metropolitian,35,12.419634114062015
26.0,4.5,Sandstorms,Jam,1,1.0,0.0,Metropolitian,26,10.757554773158072
26.0,4.8,Sunny,Medium,1,0.0,,Urban,10,10.445203993933273
39.0,4.8,Fog,Low,0,1.0,1.0,Metropolitian,44,10.56459693415822
20.0,4.8,Fog,Low,1,1.0,0.0,Metropolitian,23,20.506685809982404
22.0,4.5,Windy,Jam,1,1.0,0.0,Urban,10,7.545174704993206
23.0,4.8,Sunny,Medium,0,0.0,0.0,Metropolitian,16,4.395172855375738
23.0,4.7,Windy,Jam,1,1.0,0.0,Metropolitian,23,12.464390099643042
26.0,4.8,Fog,Medium,0,1.0,0.0,Metropolitian,21,6.036610249816451
32.0,5.0,Windy,High,2,1.0,0.0,Metropolitian,27,6.218305855614172
26.0,4.9,Sunny,Low,1,0.0,0.0,Metropolitian,24,3.064485780676053
33.0,4.7,Sandstorms,Low,2,0.0,0.0,Metropolitian,20,10.427571382480686
24.0,4.9,Sunny,Jam,2,0.0,0.0,Metropolitian,22,20.85246332426527
28.0,4.9,Sandstorms,Jam,1,1.0,0.0,Metropolitian,17,7.76260023979039
32.0,4.5,Fog,Low,2,0.0,0.0,Urban,18,3.0406653633176117
36.0,4.7,Sunny,High,0,0.0,0.0,Metropolitian,21,5.959357904254251
20.0,4.7,Fog,Low,1,0.0,0.0,Metropolitian,15,3.0734222587643045
37.0,3.5,Stormy,Medium,1,2.0,0.0,Metropolitian,38,20.206804295781904
33.0,4.6,Fog,Medium,2,1.0,0.0,Urban,15,4.406068905879483
35.0,4.8,Stormy,High,1,0.0,0.0,Metropolitian,30,6.232403352170867
39.0,5.0,Sandstorms,Medium,1,1.0,0.0,Metropolitian,22,12.29354192492578
38.0,4.9,Cloudy,Medium,0,1.0,0.0,,25,9.363950447566976
32.0,4.0,Stormy,Jam,0,1.0,0.0,Urban,38,19.917359352866207
26.0,4.9,Cloudy,Low,2,0.0,0.0,Metropolitian,16,1.554508559519504
20.0,5.0,Stormy,Jam,2,0.0,0.0,Metropolitian,26,4.527261449200724
22.0,5.0,Fog,Medium,0,1.0,0.0,Metropolitian,42,13.184475668044945
25.0,4.2,Sandstorms,Low,0,1.0,0.0,Metropolitian,24,7.562108717550266
37.0,5.0,Stormy,Low,2,0.0,0.0,Metropolitian,29,4.663545220952835
33.0,4.2,Fog,Jam,1,0.0,0.0,Metropolitian,38,12.43584244017328
36.0,4.8,Cloudy,Jam,2,1.0,0.0,Metropolitian,35,13.610877575672198
21.0,4.0,Fog,Medium,1,1.0,0.0,Urban,36,19.617581275547632
39.0,3.7,Windy,Medium,1,1.0,0.0,Metropolitian,37,12.25701219409813
30.0,4.1,Fog,Jam,2,2.0,1.0,Metropolitian,43,19.088943009469197
34.0,4.6,Windy,Jam,0,1.0,0.0,Metropolitian,43,13.63144919848171
20.0,4.6,Fog,Low,2,1.0,0.0,Metropolitian,23,14.021848812228344
27.0,5.0,Sunny,Medium,0,1.0,0.0,Urban,18,10.427235657896496
28.0,4.8,Fog,Low,1,,0.0,Metropolitian,18,7.763102784727143
24.0,4.6,Stormy,Jam,1,1.0,0.0,Metropolitian,14,9.121499067661926
20.0,4.7,Sunny,High,2,1.0,0.0,Metropolitian,19,1.4898458841183333
28.0,4.9,Cloudy,Jam,2,1.0,0.0,Metropolitian,34,12.257490517738452
22.0,4.7,Stormy,Jam,0,1.0,0.0,Metropolitian,25,7.790336733567704
28.0,5.0,Windy,Jam,2,0.0,0.0,Metropolitian,16,13.682504886916606
26.0,4.6,Stormy,Medium,0,1.0,0.0,Metropolitian,19,4.587794632025183
30.0,4.3,Stormy,Medium,0,0.0,0.0,Metropolitian,36,19.36342948174777
37.0,4.9,Windy,Low,1,1.0,0.0,Metropolitian,28,3.019099196741175
32.0,4.9,Fog,Low,0,1.0,0.0,Metropolitian,29,4.610367445745056
39.0,4.6,Cloudy,Medium,1,2.0,0.0,Metropolitian,39,10.485698499568803
32.0,3.5,Sandstorms,Jam,1,1.0,0.0,Metropolitian,42,12.073616371381318
25.0,4.7,Sunny,Jam,1,1.0,0.0,Urban,13,7.8027937792280095
32.0,4.6,Cloudy,Jam,1,1.0,0.0,Urban,46,19.471345836350395
36.0,4.6,Cloudy,Low,0,1.0,0.0,Metropolitian,24,3.0271362191029247
38.0,4.6,Fog,Jam,2,1.0,0.0,Metropolitian,37,4.674174529063472
39.0,4.8,Fog,High,1,1.0,0.0,Metropolitian,26,6.037118440222451
31.0,5.0,Fog,Medium,2,1.0,0.0,Metropolitian,17,7.573467821949916
38.0,4.5,Windy,Low,0,1.0,0.0,Metropolitian,27,16.659963190057415
38.0,4.8,Sandstorms,Low,2,0.0,0.0,Urban,21,13.990151177257513
27.0,4.5,Windy,Low,2,0.0,0.0,Metropolitian,17,1.5544658156545266
31.0,4.8,Fog,Jam,1,1.0,0.0,Metropolitian,36,7.567723422336862
28.0,4.2,Cloudy,Jam,2,1.0,0.0,Metropolitian,33,7.763161028493024
27.0,4.6,Windy,Low,0,1.0,0.0,Urban,19,16.41225406847282
34.0,4.9,Cloudy,Low,2,1.0,0.0,Urban,17,1.4898458841183333
32.0,4.5,Sunny,High,1,0.0,0.0,Metropolitian,16,6.058848944530401
32.0,5.0,Cloudy,Jam,1,1.0,0.0,Metropolitian,41,10.756185975480651
38.0,4.9,Sandstorms,Low,2,1.0,0.0,Urban,20,1.552697443893239
35.0,4.5,Windy,Low,0,1.0,0.0,Urban,20,3.1050761845074675
26.0,4.3,Fog,Jam,2,1.0,0.0,Metropolitian,40,16.637054384885012
38.0,4.6,Cloudy,High,2,0.0,0.0,Metropolitian,33,1.5322206834602052
29.0,4.7,Fog,Medium,1,1.0,0.0,Metropolitian,34,12.25768788680288
26.0,4.6,Stormy,Jam,2,0.0,0.0,Metropolitian,29,4.588387206077805
30.0,4.5,Sandstorms,Low,2,1.0,0.0,Urban,20,3.104785917529512
20.0,4.9,Windy,Low,2,0.0,0.0,Urban,11,3.0407902113990954
30.0,4.8,Fog,Low,2,0.0,0.0,Metropolitian,27,11.917100051488791
35.0,4.8,Sandstorms,Low,1,0.0,0.0,Metropolitian,21,4.657649165910802
22.0,4.8,Cloudy,Low,0,1.0,0.0,Urban,19,4.544211841489953
28.0,3.5,Sunny,Low,2,1.0,0.0,Metropolitian,35,13.788957415778516
29.0,4.7,Windy,Medium,2,0.0,0.0,,21,7.660840811905797
21.0,5.0,Sandstorms,High,1,1.0,0.0,Metropolitian,17,6.129149863507623
34.0,4.6,Stormy,Low,2,0.0,0.0,Urban,27,1.5606630381436275
37.0,4.7,Fog,High,0,1.0,0.0,Metropolitian,27,6.0504060616582525
30.0,4.9,Sandstorms,Medium,2,1.0,0.0,Urban,27,13.184483852766968
22.0,4.7,Sandstorms,Jam,1,,0.0,Urban,21,4.674181485440602
21.0,4.8,Cloudy,Medium,1,0.0,0.0,Metropolitian,32,12.162428272788048
31.0,4.7,Sandstorms,Medium,1,1.0,0.0,Metropolitian,23,19.66599261171412
38.0,5.0,Sunny,Low,2,1.0,0.0,Urban,11,1.4922358976851475
23.0,4.5,Stormy,Low,2,1.0,0.0,Metropolitian,14,3.0186634483528856
29.0,4.7,Sandstorms,Jam,0,1.0,0.0,Metropolitian,26,4.528164580408178
30.0,3.5,Sandstorms,Jam,2,1.0,0.0,Metropolitian,39,12.107250921527273
26.0,4.4,Sandstorms,Medium,0,1.0,0.0,,37,12.294166376369663
24.0,4.6,Fog,Low,0,0.0,0.0,Metropolitian,23,12.103166363270562
34.0,4.4,Cloudy,Low,0,1.0,1.0,Metropolitian,44,17.138022132927368
35.0,4.6,Stormy,Medium,1,0.0,0.0,Urban,30,20.28687664533693
29.0,4.8,Fog,High,1,1.0,0.0,Urban,23,6.1186308844114
32.0,4.6,Windy,Low,1,0.0,0.0,Metropolitian,15,19.97664402115285
38.0,4.0,Windy,Jam,0,2.0,1.0,Metropolitian,50,10.881199561003374
32.0,3.9,Stormy,Jam,1,1.0,0.0,Metropolitian,43,13.82927367256702
33.0,4.3,Cloudy,Jam,2,0.0,0.0,Metropolitian,41,19.839448163880707
26.0,4.0,Cloudy,Jam,1,3.0,0.0,Urban,43,20.851771383105145
39.0,4.6,Cloudy,Jam,2,2.0,0.0,Metropolitian,35,20.181186875221297
24.0,4.6,Windy,Jam,2,1.0,0.0,Metropolitian,22,12.464329547626274
26.0,4.7,Windy,Low,1,0.0,0.0,Metropolitian,13,1.5126859754657422
23.0,4.9,Windy,High,1,0.0,0.0,Metropolitian,22,1.5545625412407005
27.0,4.7,Fog,High,1,0.0,0.0,Metropolitian,31,3.1161423837882567
38.0,4.6,Sunny,Medium,0,1.0,0.0,Metropolitian,30,20.25304812543042
23.0,4.9,Cloudy,Low,0,1.0,0.0,Urban,18,1.552358479577722
39.0,4.8,Windy,Medium,2,,0.0,Metropolitian,27,16.65990378949706
37.0,4.6,Sunny,Low,1,1.0,0.0,Metropolitian,25,17.0767871164594
32.0,4.1,Sandstorms,Jam,0,1.0,0.0,Metropolitian,39,9.327028546829316
29.0,4.9,Stormy,Medium,1,0.0,0.0,Metropolitian,29,7.790439155314363
28.0,5.0,Sandstorms,Jam,1,0.0,0.0,Metropolitian,28,16.849904095492622
20.0,4.8,Sunny,High,1,0.0,0.0,Metropolitian,14,1.5297232853100242
37.0,4.1,Sunny,Jam,0,1.0,0.0,Urban,36,16.385047886584577
27.0,4.6,Stormy,Medium,0,1.0,0.0,Urban,35,17.07269000033606
34.0,4.8,Sunny,Low,0,1.0,0.0,Metropolitian,25,9.055981117924205
32.0,4.6,Cloudy,Low,1,1.0,0.0,Urban,25,16.635629218678122
27.0,4.6,Cloudy,Low,2,0.0,0.0,Metropolitian,11,3.1091344143312862
39.0,4.8,Stormy,Medium,0,1.0,0.0,Metropolitian,34,9.121421674135904
22.0,4.5,Sunny,Low,0,1.0,0.0,Metropolitian,23,16.849904095492622
24.0,4.8,Cloudy,Jam,2,0.0,0.0,Metropolitian,21,9.15772743793788
37.0,4.8,Sunny,Medium,2,1.0,0.0,Urban,21,7.448311138215936
23.0,4.9,Sandstorms,Medium,2,0.0,0.0,Metropolitian,20,4.674266565274251
26.0,4.6,Stormy,Jam,1,0.0,0.0,Urban,21,9.363623288888856
25.0,5.0,Cloudy,Jam,0,0.0,0.0,Metropolitian,47,17.097651549864548
27.0,4.7,Stormy,Medium,1,1.0,0.0,Metropolitian,28,6.128551257919138
22.0,4.8,Stormy,Jam,1,1.0,0.0,Metropolitian,28,10.562878909252843
21.0,4.8,Sandstorms,Medium,0,1.0,0.0,Urban,21,9.219708856174128
26.0,4.9,Fog,Low,2,1.0,0.0,Urban,14,9.314920531574971
34.0,4.2,Stormy,Jam,0,1.0,0.0,Metropolitian,35,8.93752787352923
24.0,4.9,Sandstorms,Low,2,0.0,0.0,Metropolitian,15,1.544886121987152
25.0,4.5,Sandstorms,Jam,0,1.0,0.0,,21,4.595940524023754
34.0,4.6,Cloudy,High,0,1.0,0.0,Urban,33,5.958756242189327
23.0,4.4,Stormy,Low,0,1.0,0.0,Metropolitian,23,9.17632585467143
33.0,4.6,Windy,High,1,1.0,0.0,Urban,30,5.960265171500215
38.0,4.9,Cloudy,Medium,2,1.0,0.0,Metropolitian,44,19.395547662925235
20.0,4.7,Sunny,Medium,1,0.0,0.0,Metropolitian,12,6.040077478866117
32.0,4.9,Windy,Low,2,1.0,0.0,Urban,20,7.573470125639189
24.0,4.7,Cloudy,Jam,2,1.0,0.0,Urban,38,12.42072409404905
34.0,4.7,Windy,Low,0,1.0,0.0,Urban,28,19.614735355629914
39.0,4.6,Sunny,Medium,2,1.0,0.0,Metropolitian,15,4.674143698976439
25.0,4.8,Sandstorms,Low,2,0.0,0.0,Metropolitian,10,3.105492716560946
31.0,4.6,Sandstorms,Medium,0,1.0,0.0,Urban,26,7.772618958964861
25.0,4.5,Fog,Medium,0,0.0,0.0,Urban,42,13.407033668284814
32.0,4.4,Windy,Jam,1,1.0,0.0,Urban,31,12.419649807727565
33.0,4.5,Sunny,High,2,0.0,0.0,Urban,15,6.037448590044755
30.0,4.4,Windy,Low,0,1.0,0.0,Metropolitian,26,1.4895293820617894
35.0,4.9,Fog,Medium,2,0.0,0.0,Metropolitian,34,16.721288103917214
29.0,4.8,Cloudy,Low,1,1.0,0.0,Metropolitian,12,2.9302578007621216
36.0,4.8,Fog,Low,2,1.0,0.0,,17,1.520369481743939
35.0,4.7,Sunny,Jam,2,1.0,0.0,Metropolitian,27,12.418394742110449
26.0,4.6,Windy,Medium,1,1.0,0.0,Metropolitian,29,9.088078142011636
23.0,4.9,Sunny,Medium,0,,0.0,Metropolitian,21,6.049968949184032
22.0,4.5,Sunny,Medium,2,1.0,,Metropolitian,12,13.788947117364543
27.0,4.9,Stormy,Low,1,1.0,0.0,Metropolitian,19,1.5524290130723983
34.0,4.8,Sunny,Jam,1,1.0,0.0,Metropolitian,28,17.16536125639379
33.0,4.6,Fog,Medium,0,1.0,0.0,Metropolitian,42,13.615833459011268
34.0,5.0,Sunny,Low,1,1.0,0.0,Urban,16,13.622111101994378
36.0,4.4,Stormy,Jam,0,1.0,1.0,Metropolitian,48,12.419464414087114
38.0,4.9,Cloudy,Low,1,0.0,0.0,Urban,15,2.9790002034338934
24.0,4.8,Fog,Low,1,1.0,0.0,Metropolitian,26,20.5069199439073
37.0,4.8,Stormy,Medium,1,1.0,0.0,Urban,29,9.313021564639982
26.0,4.8,Fog,High,2,0.0,0.0,Metropolitian,23,3.0646768621690934
23.0,4.6,Sunny,Low,2,0.0,0.0,Metropolitian,26,16.637054384885012
25.0,4.8,Sandstorms,Low,1,1.0,0.0,Urban,17,1.520301336853665
29.0,4.4,Windy,Jam,0,0.0,0.0,Metropolitian,32,12.24085827411391
25.0,4.8,Stormy,Medium,0,0.0,0.0,Metropolitian,15,4.663438748149054
31.0,4.6,Fog,Low,1,1.0,0.0,Metropolitian,19,4.5296461854158485
28.0,4.6,Sunny,Low,0,1.0,0.0,Metropolitian,22,13.971968544834215
30.0,4.3,Windy,Low,0,1.0,0.0,Metropolitian,30,3.029559739500528
37.0,4.1,Cloudy,High,0,1.0,0.0,Metropolitian,33,6.232380002107721
29.0,4.3,Sunny,Jam,0,1.0,0.0,Urban,44,4.537553114731602
30.0,4.0,Fog,Jam,1,1.0,0.0,Metropolitian,38,20.25310137263237
22.0,4.5,Stormy,High,2,1.0,0.0,Metropolitian,10,6.232177403679018
25.0,4.9,Windy,Low,0,1.0,0.0,Metropolitian,16,13.970556078644911
31.0,4.7,Sunny,Medium,0,1.0,0.0,Metropolitian,20,6.0815918838319005
23.0,4.9,Fog,Jam,2,1.0,0.0,Metropolitian,30,10.906039889040942
30.0,4.7,Fog,Jam,2,1.0,0.0,Metropolitian,35,17.072871906399556
33.0,4.8,Sunny,Medium,1,1.0,0.0,Metropolitian,24,17.164824725882017
20.0,4.8,Fog,Jam,1,1.0,0.0,Metropolitian,32,10.569514785453704
26.0,4.0,Sandstorms,Low,0,1.0,0.0,,26,1.5580841994904555
